age,gender,employment_status,annual_income,usage_per_month,top_genre,num_of_days_active
36,Male,Employed full-time,25150,10,Pop,241
50,Male,Employed part-time,25550,1601,Classical,187
18,Male,Student,26950,135,Classical,238
21,Male,Employed full-time,1700,219,Pop,165
43,Male,Employed full-time,1800,1350,Pop,216
32,Female,Employed full-time,114400,16,Country,102
29,Female,Student,26450,969,Pop,133
41,Female,Employed part-time,16150,2294,Pop,153
36,Female,Employed part-time,350,2047,Country,113
25,Male,Employed part-time,25550,30,Pop,182
22,Male,Employed full-time,18100,924,Indie,178
33,Female,Employed full-time,10850,151,Classical,260
43,Male,Employed full-time,4650,229,Pop,228
41,Male,Employed full-time,43200,2581,Pop,229
20,Male,Employed full-time,7550,1453,Rock,96
37,Female,Employed part-time,9850,2033,Pop,167
27,Other,Student,7650,2931,Pop,224
38,Male,Employed full-time,17700,1112,Pop,172
23,Male,Student,17450,328,Pop,168
26,Female,Employed full-time,51800,847,Pop,183
18,Male,Employed full-time,27150,668,Pop,154
37,Female,Employed full-time,1000,10,Classical,134
31,Female,Employed full-time,44350,2367,Pop,137
36,Male,Employed part-time,4800,914,Classical,184
20,Female,Employed full-time,15650,9,Pop,208
28,Female,Employed full-time,23550,1516,Pop,181
20,Female,Student,51850,360,Classical,147
32,Male,Employed full-time,93850,198,Rock,228
26,Female,Unemployed,24600,85,Pop,100
30,Female,Employed full-time,33550,19,Pop,217
36,Female,Employed part-time,10850,204,Jazz,225
23,Female,Employed part-time,39950,2912,Classical,178
34,Prefer not to say,Employed full-time,25100,296,Country,147
45,Female,Employed full-time,4300,1682,Rock,226
36,Male,Employed full-time,100,10,Pop,235
23,Male,Unemployed,12350,168,Pop,207
48,Male,Employed full-time,96100,1535,Pop,187
39,Female,Employed full-time,12200,1640,Pop,255
31,Male,Employed full-time,5950,1113,Country,184
32,Male,Employed full-time,58150,1548,Rock,243
33,Female,Employed full-time,1250,2585,Indie,192
30,Male,Employed full-time,26700,695,Hip Hop,163
25,Female,Employed full-time,34800,520,Jazz,226
26,Female,Employed full-time,23500,36,Pop,183
20,Male,Student,20700,2341,Pop,220
48,Female,Employed part-time,10900,674,Pop,257
43,Female,Employed full-time,113350,155,Rock,233
23,Female,Employed full-time,57800,1865,Country,189
40,Female,Employed full-time,9300,109,Indie,169
22,Female,Student,50900,1587,Pop,166
30,Female,Unemployed,45800,2207,Jazz,239
48,Female,Employed full-time,113600,127,Jazz,144
21,Female,Employed full-time,25300,1870,Classical,205
32,Male,Employed full-time,20150,2039,Rock,181
48,Female,Employed full-time,50400,1237,Pop,177
28,Male,Student,7800,1275,Pop,176
35,Other,Student,12250,352,Pop,198
28,Male,Employed part-time,19150,2656,Rock,212
37,Male,Employed full-time,1750,1529,Classical,150
36,Female,Employed part-time,55400,8,Jazz,297
26,Female,Student,14650,1901,Rock,149
36,Female,Unemployed,10800,38,Pop,198
16,Female,Employed part-time,24000,218,Pop,173
46,Female,Employed full-time,15750,479,Rock,189
18,Male,Employed full-time,116800,482,Jazz,246
29,Female,Employed full-time,24850,1315,Rock,247
25,Female,Employed full-time,8950,265,Rock,279
50,Male,Employed full-time,56150,182,Jazz,234
46,Male,Employed part-time,93050,2180,Pop,163
45,Female,Employed full-time,3700,1302,Pop,144
25,Male,Student,13600,1775,Classical,218
22,Male,Employed full-time,49350,805,Jazz,171
43,Female,Employed part-time,42150,195,Country,172
24,Male,Employed full-time,26000,2218,Indie,163
21,Female,Student,4050,2119,Pop,215
50,Male,Employed full-time,14550,54,Pop,105
48,Female,Employed full-time,1150,2404,Pop,213
18,Male,Employed full-time,26300,6,Rock,137
21,Male,Employed full-time,37450,418,Classical,150
46,Male,Employed full-time,28300,1717,Indie,188
27,Male,Employed full-time,40350,611,Pop,192
17,Female,Student,5150,103,Pop,136
21,Female,Employed full-time,29400,1765,Country,187
45,Male,Employed full-time,37950,889,Pop,197
39,Male,Employed full-time,48050,772,Pop,215
44,Male,Employed full-time,2100,307,Classical,155
43,Male,Employed full-time,13000,2365,Country,318
26,Male,Employed full-time,95400,122,Classical,212
36,Male,Employed full-time,95300,917,Rock,187
20,Female,Employed full-time,17250,2665,Pop,238
36,Female,Employed full-time,1600,1446,Country,200
28,Female,Student,21650,51,Country,150
35,Male,Employed full-time,9900,119,Country,238
36,Male,Employed full-time,123700,1555,Rock,209
31,Male,Employed full-time,1050,885,Country,186
38,Female,Employed part-time,19500,2166,Rock,151
29,Male,Student,16900,269,Country,191
44,Female,Employed full-time,9100,2174,Pop,199
28,Female,Employed full-time,600,1166,Pop,151
29,Female,Student,13200,115,Classical,162
19,Female,Employed part-time,8450,2411,Pop,114
34,Female,Employed full-time,158250,1729,Rock,218
19,Male,Employed part-time,4650,1533,Classical,195
45,Female,Employed part-time,400,2923,Country,162
44,Female,Employed full-time,14200,259,Classical,85
43,Male,Employed part-time,27350,1290,Jazz,72
43,Female,Employed full-time,58500,1318,Pop,221
32,Male,Employed full-time,1150,1378,Rock,216
40,Female,Unemployed,29500,2063,Indie,170
27,Male,Student,19700,192,Pop,241
31,Male,Employed full-time,190850,1430,Pop,193
47,Male,Employed full-time,34350,1825,Pop,240
20,Male,Employed full-time,59950,1287,Rock,153
26,Male,Employed full-time,48400,297,Jazz,157
29,Male,Employed full-time,116900,512,Pop,126
50,Female,Employed part-time,10400,895,Pop,274
46,Female,Employed full-time,3350,2939,Classical,172
37,Male,Employed full-time,5600,337,Pop,116
18,Male,Student,3650,929,Classical,144
34,Male,Student,33650,781,Pop,160
29,Male,Student,12100,1319,Classical,158
23,Male,Employed full-time,115300,589,Country,211
49,Male,Employed full-time,41150,1318,Country,219
29,Male,Employed full-time,49500,497,Pop,230
21,Male,Employed full-time,12050,1075,Hip Hop,225
24,Female,Unemployed,27750,1614,Pop,128
32,Male,Employed full-time,117500,1136,Rock,65
44,Male,Employed full-time,158900,2758,Hip Hop,128
33,Female,Employed full-time,27650,1688,Jazz,155
39,Male,Employed full-time,5600,2015,Pop,156
49,Female,Employed full-time,31950,1144,Jazz,212
25,Female,Employed full-time,48450,1756,Rock,264
40,Female,Employed full-time,10450,2959,Rock,177
39,Male,Employed full-time,103900,830,Pop,233
38,Female,Employed full-time,13150,354,Rock,146
18,Male,Employed full-time,450,814,Indie,217
34,Male,Employed full-time,178100,2091,Pop,162
18,Female,Employed part-time,2000,274,Pop,223
19,Male,Student,2350,985,Rock,232
19,Female,Employed full-time,10600,296,Pop,218
50,Female,Employed part-time,26450,1367,Rock,201
40,Male,Employed full-time,111250,1297,Classical,263
35,Male,Employed full-time,112350,669,Classical,155
30,Male,Employed full-time,152950,1726,Country,139
21,Male,Student,7300,1087,Rock,189
49,Female,Employed full-time,37850,2413,Indie,170
16,Male,Student,16550,1997,Pop,170
24,Male,Unemployed,17750,4,Classical,198
35,Female,Student,59000,381,Rock,243
25,Male,Employed full-time,48600,834,Pop,183
42,Female,Employed full-time,107000,338,Classical,229
17,Female,Student,4950,347,Pop,240
30,Female,Employed full-time,28150,1797,Pop,157
17,Prefer not to say,Student,16900,322,Pop,182
45,Male,Employed full-time,15850,2555,Rock,281
22,Male,Employed full-time,18300,316,Jazz,181
34,Male,Student,140950,1194,Classical,133
41,Male,Employed part-time,156400,649,Rock,139
43,Female,Employed full-time,106900,1769,Pop,144
32,Male,Employed full-time,107450,2719,Jazz,116
35,Female,Employed full-time,51650,1729,Pop,177
36,Female,Employed full-time,36900,1522,Indie,181
29,Female,Employed full-time,12950,1005,Pop,113
42,Male,Employed full-time,12800,302,Rock,206
45,Male,Employed full-time,11500,2480,Pop,134
34,Male,Employed full-time,21050,1192,Pop,185
42,Male,Employed full-time,23000,407,Rock,179
26,Male,Employed full-time,28350,2541,Pop,212
16,Female,Student,25650,2247,Rock,165
24,Male,Employed part-time,29750,2443,Classical,197
47,Female,Student,25000,618,Pop,178
35,Male,Employed full-time,8600,1171,Classical,254
26,Female,Student,16650,2839,Rock,182
41,Female,Employed part-time,52600,1617,Classical,272
18,Male,Unemployed,22900,687,Country,159
47,Female,Employed full-time,45250,783,Classical,199
24,Female,Student,54300,1206,Jazz,109
31,Male,Employed full-time,159100,1138,Country,151
22,Male,Employed full-time,4400,1226,Country,159
16,Male,Student,24300,29,Pop,202
20,Male,Student,20900,359,Hip Hop,189
33,Male,Unemployed,35850,221,Classical,149
36,Male,Employed full-time,142900,2829,Rock,260
16,Male,Student,28000,1964,Pop,122
46,Male,Employed full-time,52150,440,Indie,191
33,Female,Employed full-time,7750,2203,Classical,180
18,Female,Employed full-time,10500,1819,Pop,218
35,Female,Unemployed,47900,1071,Country,172
48,Male,Employed full-time,1250,1309,Country,179
46,Male,Employed full-time,18550,1101,Pop,168
22,Female,Student,9500,2992,Pop,218
28,Male,Student,3750,669,Pop,87
31,Male,Employed full-time,5300,199,Rock,144
49,Male,Employed part-time,16650,678,Country,153
35,Male,Employed full-time,104800,156,Classical,131
36,Male,Unemployed,3300,902,Pop,201
34,Female,Employed full-time,113400,336,Pop,160
42,Female,Employed full-time,48900,2684,Classical,165
46,Male,Student,25850,1983,Rock,180
38,Female,Employed full-time,31250,1259,Classical,117
39,Female,Employed full-time,27850,2731,Pop,321
50,Female,Employed full-time,107500,2125,Classical,220
28,Male,Employed full-time,1000,240,Rock,161
32,Female,Employed full-time,32450,1159,Rock,197
34,Female,Employed full-time,142750,210,Classical,151
35,Male,Employed full-time,1550,591,Pop,120
49,Female,Employed full-time,27750,2327,Pop,136
46,Female,Employed full-time,2250,1433,Rock,191
37,Male,Student,25400,1435,Pop,142
24,Male,Employed full-time,4600,2513,Indie,144
36,Female,Employed full-time,10400,747,Rock,169
47,Female,Employed part-time,110250,405,Pop,226
43,Female,Employed full-time,6350,1286,Pop,196
28,Female,Employed full-time,57150,1082,Country,118
50,Male,Employed full-time,10000,2846,Classical,189
18,Male,Employed full-time,11400,2299,Classical,229
18,Male,Employed full-time,57650,1374,Pop,115
36,Female,Employed full-time,2400,174,Pop,233
16,Female,Student,28000,1393,Rock,175
35,Male,Employed full-time,8850,17,Indie,148
16,Female,Student,14600,88,Rock,165
32,Female,Employed full-time,40550,1667,Pop,216
31,Male,Employed full-time,22850,407,Classical,212
32,Male,Employed full-time,6600,6,Indie,165
50,Female,Employed full-time,53900,2321,Pop,227
17,Male,Student,26700,663,Pop,165
17,Male,Student,13550,304,Pop,209
36,Male,Employed full-time,32600,1355,Country,216
41,Female,Student,52300,2172,Pop,210
35,Male,Employed full-time,106450,1645,Classical,181
28,Male,Employed full-time,29750,202,Pop,187
39,Female,Employed part-time,28500,2761,Country,217
39,Female,Employed part-time,200,1974,Pop,224
41,Female,Employed full-time,41400,1618,Rock,188
25,Male,Employed full-time,57600,357,Classical,153
35,Male,Employed part-time,29050,234,Classical,208
49,Female,Employed full-time,600,259,Classical,170
43,Male,Employed full-time,24850,1568,Pop,168
50,Male,Employed full-time,105300,2268,Country,209
17,Female,Student,23000,78,Rock,211
44,Female,Employed full-time,41500,1923,Rock,115
38,Male,Student,46800,2668,Rock,152
25,Female,Student,18450,2169,Classical,193
44,Female,Employed full-time,20050,2883,Indie,239
25,Female,Employed full-time,59900,461,Pop,154
48,Male,Unemployed,8850,1476,Pop,157
38,Male,Employed full-time,21700,116,Jazz,80
26,Male,Employed full-time,21200,2895,Pop,201
33,Female,Employed full-time,101950,838,Classical,193
31,Female,Employed part-time,26650,2188,Country,189
41,Female,Unemployed,17250,2253,Pop,165
46,Male,Employed part-time,8050,2497,Indie,109
44,Female,Employed full-time,1550,649,Rock,255
44,Male,Employed full-time,149200,1598,Country,128
20,Male,Student,41150,132,Pop,198
19,Male,Employed full-time,27000,26,Classical,189
45,Male,Employed full-time,22050,707,Jazz,181
32,Male,Employed full-time,19200,2269,Pop,134
36,Male,Employed full-time,23000,653,Pop,211
30,Female,Unemployed,92750,1547,Classical,273
16,Female,Student,50,2914,Pop,86
47,Male,Employed full-time,47000,1611,Rock,176
48,Male,Employed full-time,13100,327,Classical,184
30,Male,Employed full-time,2950,1301,Country,185
32,Male,Employed full-time,46300,19,Classical,198
49,Female,Employed part-time,12850,1892,Classical,181
39,Male,Employed full-time,42200,2417,Country,247
31,Female,Employed part-time,15500,1306,Pop,127
53,Female,Employed full-time,20350,1795,Classical,204
44,Male,Employed full-time,20100,170,Pop,60
44,Male,Employed full-time,1000,2175,Pop,223
60,Male,Employed full-time,24950,418,Jazz,200
17,Female,Student,700,81,Rock,148
19,Male,Unemployed,7350,1971,Pop,220
47,Male,Employed part-time,44900,641,Rock,125
23,Female,Student,30000,347,Jazz,119
44,Male,Employed full-time,21650,2450,Pop,179
31,Male,Employed full-time,16650,2632,Pop,179
17,Female,Student,36550,215,Jazz,142
31,Female,Employed full-time,20500,290,Pop,168
23,Male,Employed full-time,3150,1020,Country,215
27,Male,Student,4200,68,Classical,178
32,Male,Employed full-time,23950,891,Pop,244
35,Male,Employed full-time,31250,455,Rock,107
20,Male,Student,39250,39,Country,228
39,Male,Employed full-time,27500,2696,Rock,145
60,Male,Employed full-time,6450,1917,Classical,112
24,Male,Student,26450,2127,Pop,150
50,Male,Employed full-time,14100,227,Rock,242
32,Male,Employed full-time,2800,47,Classical,247
47,Female,Employed full-time,18350,628,Pop,174
19,Male,Student,198800,246,Rock,228
35,Female,Employed part-time,50850,2839,Pop,231
39,Male,Employed full-time,14500,1775,Classical,186
16,Other,Student,4100,3,Pop,117
43,Female,Student,7350,723,Pop,190
41,Male,Employed full-time,17300,2658,Pop,201
63,Female,Employed full-time,98900,1840,Rock,188
22,Female,Employed full-time,750,298,Pop,138
43,Male,Employed full-time,159400,982,Pop,161
33,Male,Employed full-time,16950,1410,Jazz,169
16,Male,Student,19950,1979,Hip Hop,183
27,Female,Employed full-time,25550,569,Pop,222
24,Male,Employed full-time,4750,2382,Pop,216
31,Female,Employed part-time,11550,347,Hip Hop,125
31,Female,Student,42200,54,Classical,111
36,Male,Employed part-time,99850,941,Pop,245
49,Female,Employed part-time,18750,232,Pop,221
40,Female,Employed full-time,110700,1291,Jazz,230
42,Female,Employed full-time,45250,1780,Rock,115
48,Female,Employed full-time,900,2176,Pop,172
24,Male,Student,20400,534,Pop,234
22,Female,Employed part-time,19550,38,Classical,138
36,Male,Unemployed,31700,1540,Pop,221
42,Female,Employed full-time,35350,1769,Pop,163
49,Female,Employed full-time,19150,299,Pop,176
46,Male,Employed full-time,53200,269,Country,193
41,Female,Employed full-time,16800,83,Pop,223
17,Female,Student,11750,24,Country,174
37,Male,Student,29050,2043,Pop,198
33,Female,Employed part-time,6550,2137,Classical,210
16,Male,Unemployed,19150,235,Pop,277
24,Female,Student,9250,729,Rock,220
45,Male,Employed full-time,106400,2206,Pop,151
26,Male,Student,11150,963,Country,208
42,Male,Employed full-time,98750,311,Pop,222
23,Male,Employed full-time,2800,2250,Pop,260
22,Female,Employed full-time,3350,77,Jazz,281
43,Female,Unemployed,12200,2862,Pop,266
34,Female,Unemployed,28500,197,Pop,121
17,Prefer not to say,Student,24150,2335,Rock,141
37,Female,Employed full-time,10950,230,Rock,184
45,Female,Employed full-time,97750,1163,Classical,133
20,Male,Student,500,1113,Classical,184
52,Male,Employed full-time,15550,2440,Country,181
39,Male,Employed full-time,150000,315,Pop,133
26,Female,Employed part-time,25050,942,Country,146
37,Male,Employed full-time,36400,2244,Indie,199
45,Male,Employed full-time,2200,1053,Pop,240
27,Prefer not to say,Unemployed,24150,1066,Pop,187
33,Female,Employed full-time,54850,340,Pop,237
33,Female,Unemployed,46300,1179,Pop,256
41,Male,Employed full-time,8450,1445,Indie,118
35,Female,Employed part-time,20400,847,Country,268
22,Male,Student,9250,2203,Country,116
40,Female,Unemployed,2150,323,Classical,95
16,Male,Student,11150,135,Rock,201
41,Male,Employed full-time,50250,2481,Pop,252
22,Female,Employed full-time,32400,1775,Rock,192
35,Male,Employed part-time,49400,2415,Classical,175
22,Female,Student,10050,1338,Indie,99
35,Male,Employed full-time,119400,2904,Country,222
32,Male,Student,14300,68,Classical,160
24,Male,Unemployed,53800,1558,Pop,174
24,Female,Student,27200,254,Country,129
17,Female,Student,12000,293,Rock,166
45,Female,Employed full-time,15800,2702,Pop,203
28,Prefer not to say,Employed full-time,26400,786,Classical,156
38,Female,Employed full-time,7250,2871,Indie,210
27,Male,Student,17700,1657,Pop,108
16,Male,Student,16200,46,Pop,237
35,Female,Employed part-time,35400,255,Classical,170
20,Male,Employed full-time,20600,308,Classical,149
32,Female,Employed full-time,14250,2478,Classical,169
30,Male,Employed full-time,28900,637,Country,214
39,Female,Employed part-time,11650,199,Pop,187
35,Female,Employed full-time,111750,2703,Pop,157
24,Male,Student,650,1700,Country,162
31,Female,Employed full-time,19800,2800,Pop,155
25,Male,Unemployed,36150,441,Pop,178
33,Male,Employed full-time,9000,105,Pop,143
25,Male,Student,29700,2304,Rock,133
37,Male,Employed full-time,110650,2167,Country,276
44,Male,Employed full-time,15450,595,Pop,199
29,Female,Employed full-time,23350,930,Pop,116
25,Male,Student,25800,1879,Indie,195
19,Male,Student,42800,1377,Country,167
28,Male,Student,16500,254,Jazz,184
40,Male,Student,52400,116,Pop,263
37,Female,Student,13850,1926,Country,181
21,Male,Employed full-time,119500,788,Rock,175
34,Male,Employed full-time,93950,573,Classical,210
45,Male,Employed part-time,3000,510,Pop,139
48,Female,Employed full-time,108750,2601,Rock,143
37,Male,Employed full-time,116200,1328,Pop,173
31,Female,Employed full-time,27800,689,Country,243
41,Male,Employed full-time,198900,2838,Rock,293
39,Female,Employed full-time,16100,1139,Pop,190
43,Male,Employed full-time,1500,2691,Classical,247
24,Female,Employed full-time,24950,2855,Country,273
29,Female,Employed full-time,15750,16,Pop,94
29,Female,Unemployed,29000,1641,Rock,94
46,Male,Employed full-time,12000,1260,Classical,171
36,Female,Employed full-time,19050,1280,Pop,245
33,Female,Student,44900,320,Country,204
29,Male,Student,32300,1586,Pop,154
43,Male,Employed full-time,177850,227,Rock,208
19,Male,Student,6600,2367,Pop,129
33,Male,Employed full-time,22700,2026,Pop,231
39,Female,Employed full-time,800,693,Pop,133
48,Male,Employed full-time,16150,2157,Pop,181
37,Male,Employed full-time,22350,2805,Jazz,130
35,Female,Employed full-time,26950,580,Pop,247
49,Female,Employed full-time,34700,1158,Country,159
28,Male,Student,13850,35,Jazz,326
49,Male,Employed full-time,32550,2339,Classical,207
25,Female,Employed full-time,12500,1220,Jazz,117
30,Male,Employed full-time,99250,1912,Classical,134
52,Female,Employed full-time,2100,881,Classical,146
33,Male,Unemployed,46600,12,Pop,123
28,Male,Employed full-time,43800,145,Country,70
21,Female,Student,21100,1304,Pop,219
31,Female,Employed part-time,25300,182,Indie,156
35,Female,Student,54100,8,Classical,216
63,Male,Employed full-time,155400,961,Rock,141
33,Female,Employed full-time,13850,1626,Pop,222
35,Male,Employed full-time,21100,348,Pop,104
49,Female,Employed full-time,11000,2736,Pop,161
50,Female,Employed full-time,37650,1541,Rock,208
21,Male,Employed full-time,20050,1064,Rock,170
25,Male,Student,22950,1451,Hip Hop,167
31,Male,Unemployed,23750,2295,Country,210
25,Male,Student,28050,790,Country,227
39,Male,Employed full-time,23900,1171,Classical,155
46,Male,Employed full-time,49300,2963,Pop,203
47,Male,Employed full-time,92850,544,Pop,218
19,Female,Employed full-time,45000,2027,Classical,149
27,Male,Employed full-time,57000,1189,Country,190
41,Male,Employed full-time,20700,1601,Pop,174
30,Male,Student,121200,1932,Pop,174
34,Male,Employed part-time,11100,207,Pop,149
25,Female,Student,5250,49,Country,129
44,Female,Employed full-time,15250,2666,Pop,77
50,Female,Employed full-time,24300,1919,Indie,197
22,Male,Student,400,81,Pop,119
45,Female,Employed full-time,102550,1917,Rock,155
17,Male,Unemployed,12900,106,Rock,250
54,Male,Employed full-time,14300,2095,Hip Hop,149
24,Male,Student,5550,156,Rock,57
17,Male,Student,7400,354,Classical,203
20,Female,Employed full-time,8900,2592,Pop,203
32,Female,Employed full-time,16200,1022,Rock,214
34,Male,Employed full-time,8950,405,Rock,130
41,Male,Employed full-time,42650,2702,Pop,191
35,Female,Employed part-time,33150,2270,Classical,194
22,Male,Employed full-time,19600,153,Indie,207
49,Male,Employed full-time,29000,30,Pop,180
48,Male,Employed full-time,174350,319,Pop,253
43,Male,Student,16350,522,Rock,250
40,Male,Employed full-time,155700,331,Pop,230
48,Male,Employed full-time,9650,589,Classical,192
32,Male,Employed full-time,151150,335,Pop,158
23,Female,Employed full-time,13000,2322,Pop,130
38,Male,Employed part-time,173950,2769,Pop,112
45,Male,Employed full-time,16850,985,Pop,84
21,Male,Student,28650,601,Pop,250
39,Female,Employed full-time,25200,142,Pop,133
40,Male,Employed full-time,5250,2152,Classical,231
22,Male,Employed full-time,9350,2123,Rock,126
19,Male,Student,13000,1843,Classical,242
45,Female,Employed full-time,37550,408,Rock,188
31,Male,Employed full-time,111900,2984,Classical,221
36,Male,Employed full-time,10000,506,Classical,127
39,Male,Employed part-time,41200,2617,Rock,120
41,Female,Employed full-time,103600,328,Rock,175
47,Male,Employed full-time,92500,555,Pop,176
36,Male,Employed full-time,96650,1348,Pop,129
22,Female,Student,5500,2338,Pop,226
41,Male,Employed part-time,16700,2436,Pop,208
41,Female,Employed full-time,52650,664,Pop,240
48,Female,Employed part-time,58950,217,Country,230
30,Female,Employed part-time,23000,806,Jazz,201
39,Female,Employed full-time,8850,106,Classical,201
22,Male,Student,23450,167,Pop,199
50,Female,Employed full-time,58100,316,Pop,202
57,Male,Employed full-time,103750,322,Indie,196
49,Female,Employed full-time,20250,1133,Rock,112
20,Female,Student,11850,2638,Pop,214
41,Male,Employed full-time,25400,140,Indie,291
46,Male,Employed full-time,21500,1157,Pop,125
29,Male,Student,5900,45,Classical,260
19,Male,Employed full-time,14000,1616,Rock,231
40,Female,Employed part-time,22800,858,Rock,221
46,Female,Employed full-time,27300,1772,Rock,114
18,Female,Employed full-time,46350,1386,Classical,138
44,Female,Employed full-time,9400,1780,Pop,392
41,Female,Employed full-time,1850,873,Pop,200
16,Prefer not to say,Employed full-time,23100,16,Rock,209
36,Female,Employed part-time,21300,1870,Pop,208
16,Male,Student,23400,97,Classical,210
30,Female,Employed full-time,15200,143,Country,112
30,Female,Employed full-time,34400,661,Pop,153
33,Male,Employed full-time,10200,2117,Pop,159
49,Male,Employed full-time,138500,1931,Pop,242
33,Male,Employed full-time,117400,2654,Pop,137
34,Male,Employed full-time,98600,2411,Pop,96
22,Other,Employed full-time,29150,2015,Rock,174
23,Male,Student,13250,2334,Pop,209
44,Male,Employed full-time,157800,2491,Pop,171
46,Female,Employed full-time,41150,1419,Jazz,242
41,Male,Employed full-time,43650,594,Rock,192
24,Male,Student,29450,304,Pop,181
45,Female,Unemployed,190600,2699,Rock,205
39,Male,Employed full-time,54200,1226,Indie,205
29,Female,Employed full-time,3850,2022,Rock,192
35,Other,Student,115250,1288,Pop,232
30,Male,Employed full-time,44450,2558,Classical,179
27,Male,Student,3800,36,Hip Hop,162
46,Female,Employed full-time,172900,1785,Pop,222
19,Male,Student,49350,937,Pop,189
44,Male,Employed part-time,190100,1870,Pop,140
20,Male,Unemployed,51800,127,Pop,88
35,Male,Employed full-time,91950,2882,Rock,199
39,Female,Employed part-time,32950,233,Classical,266
47,Male,Employed full-time,11000,1935,Jazz,190
34,Female,Employed full-time,1800,415,Indie,155
22,Female,Student,27850,2586,Pop,261
40,Female,Employed part-time,13550,567,Jazz,98
22,Male,Student,28800,1504,Country,175
41,Male,Employed full-time,18900,2830,Pop,172
45,Male,Employed full-time,24600,2251,Pop,95
41,Female,Employed full-time,20750,2624,Pop,204
33,Male,Employed full-time,110750,1812,Rock,204
16,Male,Student,9400,128,Classical,142
49,Female,Employed full-time,52050,502,Rock,177
38,Male,Employed full-time,11650,1049,Pop,257
27,Male,Employed full-time,16400,1748,Classical,140
30,Female,Employed full-time,2700,2110,Classical,149
40,Female,Employed full-time,34950,667,Country,213
19,Male,Employed full-time,19200,2038,Classical,195
51,Female,Employed full-time,22300,353,Indie,271
38,Female,Employed full-time,20150,1992,Classical,166
34,Male,Employed full-time,39300,1344,Pop,124
38,Male,Employed full-time,17550,125,Pop,183
40,Female,Employed full-time,22200,12,Pop,225
21,Female,Employed full-time,36000,1239,Indie,205
36,Male,Employed full-time,19450,632,Pop,205
47,Female,Employed part-time,42450,1543,Classical,188
49,Female,Employed full-time,8550,1962,Classical,95
26,Male,Student,20600,2345,Pop,203
17,Prefer not to say,Student,8950,49,Classical,141
46,Male,Employed full-time,54350,914,Hip Hop,224
39,Female,Unemployed,23150,1670,Pop,195
26,Female,Employed part-time,6800,1879,Classical,270
30,Male,Employed full-time,108350,1072,Pop,236
37,Female,Employed full-time,58650,2526,Country,176
60,Male,Employed full-time,33700,2323,Pop,226
21,Male,Student,48600,1485,Jazz,182
25,Female,Student,23500,1302,Pop,135
34,Female,Employed full-time,19400,283,Rock,184
38,Male,Unemployed,33200,6,Country,208
37,Male,Employed full-time,14150,1308,Pop,195
35,Male,Employed full-time,118050,2903,Pop,152
21,Male,Employed full-time,28000,1884,Rock,159
30,Male,Employed full-time,50,537,Pop,192
40,Female,Employed full-time,15350,615,Pop,229
27,Male,Employed part-time,7050,317,Indie,212
45,Female,Employed full-time,46450,2307,Pop,180
36,Male,Employed full-time,11900,717,Rock,140
20,Female,Student,14450,2398,Classical,223
37,Male,Employed full-time,16100,2372,Country,116
34,Male,Employed full-time,54150,2696,Rock,196
59,Male,Employed full-time,33050,1310,Country,175
19,Male,Employed full-time,12600,2891,Country,177
27,Male,Employed full-time,59350,147,Classical,194
24,Male,Student,27200,1322,Pop,143
42,Female,Employed full-time,55100,476,Pop,202
48,Male,Student,36500,2411,Pop,202
46,Male,Employed full-time,40850,1302,Rock,189
31,Male,Employed full-time,8400,599,Pop,252
47,Prefer not to say,Employed full-time,113300,2391,Pop,201
45,Female,Employed full-time,44000,240,Classical,185
25,Female,Student,28850,194,Rock,199
50,Male,Employed full-time,58400,2319,Country,184
19,Male,Employed full-time,18350,3,Rock,175
43,Female,Employed part-time,53700,924,Pop,161
37,Female,Employed full-time,95400,2593,Rock,163
26,Male,Employed full-time,16700,2480,Pop,211
39,Male,Employed full-time,15350,2108,Pop,131
26,Female,Student,18550,14,Pop,189
34,Male,Unemployed,34600,1926,Classical,261
21,Male,Employed full-time,18700,362,Pop,131
26,Female,Student,19500,914,Pop,171
47,Female,Employed full-time,21200,617,Classical,222
21,Female,Unemployed,25250,2879,Pop,227
37,Female,Employed full-time,117100,617,Country,208
22,Female,Student,28600,698,Country,180
48,Female,Employed full-time,103450,2924,Pop,177
45,Male,Employed full-time,20850,1577,Country,244
28,Male,Employed full-time,16650,1216,Pop,220
20,Male,Student,3150,189,Pop,74
50,Male,Employed full-time,56450,818,Classical,193
20,Male,Unemployed,18950,318,Indie,124
24,Female,Employed full-time,117900,208,Pop,143
19,Female,Student,10650,2647,Pop,213
47,Female,Employed full-time,8450,659,Pop,124
28,Male,Student,24950,1744,Rock,184
45,Female,Employed full-time,14450,2952,Pop,260
31,Male,Employed full-time,14800,623,Rock,183
44,Male,Student,3000,2557,Pop,155
36,Female,Unemployed,2250,935,Country,226
19,Female,Employed full-time,11350,529,Rock,156
41,Male,Employed full-time,15550,232,Classical,127
39,Male,Unemployed,17350,2072,Rock,139
47,Male,Employed full-time,1650,2982,Pop,158
36,Female,Student,31850,1895,Classical,261
34,Male,Employed part-time,17200,91,Classical,162
44,Female,Employed full-time,60000,323,Country,162
22,Male,Employed full-time,12050,2839,Pop,181
20,Female,Employed full-time,41250,1302,Pop,164
42,Female,Employed part-time,6650,1541,Rock,205
21,Male,Student,184550,190,Pop,197
38,Female,Employed part-time,59450,2912,Pop,248
23,Male,Student,36100,2714,Country,89
46,Female,Employed part-time,11000,408,Pop,113
44,Female,Employed full-time,11050,2949,Country,104
